title,Departments,keywords
To Be or Not To Be Selfish: Ethical Egoism and Altruism,Philosophy,"ethical egoism, virtue, altruism, intermediate, Aristotle, Ayn Rand, Ethcial Theory, Self-Interest, Flourish, Flourishing, Virtuous, Happiness, Selfish, Selfishness, Selflessness"
Will to Be Oneself: Does Kierkegaard's Subjective Faith Triumph Over Despair?,Philosophy,"faith, despair, kierkegaard, existentialism"
The Question of the Subject: Diving Headfirst into the Philosophy of Paul Ricoeur,Philosophy,"hermeneutics, phenomenology, paul ricoeur, martin heidegger"
A Moral Justification For Humanitarian Military Intervention,Philosophy,"humanitarian military intervention, john rawls, human rights, applied ethics"
"The Changing of Just War Theory: Understanding how just war theory needs to evolve with modern warfare, changing conceptions, and various ethical systems",Philosophy,Just war theory
The Steady Mind: An Investigation into Stoic and Hindu Notions of Liberation,Philosophy,"Marcus Aurelius, bhagavad gita, stoicism, hinduism, comparative philosophy, east/west"
"Action, Normativity, and Desire: Reflections on Reasons Internalism",Philosophy,"metaethics, ethics"
"Philosophy and its Relationship with the Sciences, and Other Academic Disciplines",Philosophy,metaphilosophy
Perils of Postmodernity: a Philosophical Investigation of Meaning and Narrative,Philosophy,"phenomenology, postmodernism, hermeneutics, self"
Moral Duty As An Escape From Synthetic Inequality,Philosophy,"philosophy, kant, competition, morality, ethics, based"
Meaning Without Proof or Evidence: Vindicating the Language of Religious Belief,Philosophy,"philosophy, language, religion, belief, meaning"
Ain't It The Truth?: Considering the Search for ‘Truth’ of Moral Knowledge as presented in Plato’s “Meno”,Philosophy,"Plato, Meno, Meta-Ethical Theory, Virtue Theory, Pragmatism"
The Tyrant and the Savant: An Examination of Political Legitimacy and Morality,Philosophy,"political legitimacy, morality"
Is Belief in Progress Delusional?: An Investigation of the Notion of Human Progress,Philosophy,"Progress, Delusion, Morality, Human Progress, Epistemology, Philosophy of History, Pragmatism, Hegel, Rousseau, Mackie"
By the Earth's Weight: Land Ownership and Understanding Nature Through Virtue Theory,Philosophy,"property, faulkner, the bear, john locke, aristotle"
Because I Said So,Philosophy,"punishment, threaten, rights"
"Rhetoric, Art, Poetry, Music, and Philosophy: Philosophical Investigations of a Philosorapper",Philosophy,"rap music, philosophy, rhetoric, poetry, music, sartre, rap, hip hop, emotion, pathos, insurrectionist"
The Triumph Over the Unreasonable: a Theory of Political Justice For the New Age,Philosophy,"rawls, burdens of judgment, nussbaum, capabilities approach, overlapping consensus, reasonable pluralism"
"Young, Black, Male, & Poor = Bad? : Exploring Our Society's Concept of Moral Universals Regarding Good and Bad Human Beings",Philosophy,"social conception of right and wrong, stereotypes on the young black male"
"My Bun In Her Oven: Ethics, Exploitation, and Dharma in India's Surrogacy Industry",Philosophy,"Surrogacy, India, Dharma, Hinduism, Pregnancy, Transnational Feminism, Bioethics, Medical Ethics, Exploitation"
"Can Terrorism Be Morally Justified? And If So, When?: Rethinking The Moral Status of Terrorist Violence",Philosophy,"terrorism, ethics, political violence, legitimate authority, killing of innocents, self-defense"
"My Child, Your Child, Our Child? the Nature of Children, Elders, and the Obligation to Educate",Philosophy,"the nature of children, obligation, community"
The Virtual Community: Understanding the Impact of Technology on Human Interaction Through the Work of Albert Borgmann,Philosophy,"virtual community, community, virtual reality, borgmann, physical reality"
Wildness As Reform of Technology,Philosophy,"wildness, focal thing, technology"
The Logical Nexus: Analysis and Application of Wittgenstein's Picture Theory of Language,Philosophy,Wittgenstein
How to Account for and Measure Human Well-Being,Philosophy; Business Economics,"well-being, wellbeing, happiness, philosophy, prudential value, subjective well-being, objective well-being, mental state, preference satisfaction, desire satisfaction, objective list account, regression analysis, multinomial logit"
TOMSfoolery: A Neocolonial Deconstruction of the One For One Ideology of Giving,Philosophy; French and Francophone Studies,"Colonialism, Feminism, Philosophy, global South, global North, Dignity, Development, Resistance, Oppression, Hierarchy, Hegemony, Orientalism"
The Semantics of Goodness: A Study of Prudential Value,Philosophy; French and Francophone Studies,"The good, prudential value, hedonism, desire theory, the capabilities approach, Derrida, Post-Structuralism"
Relativistic Perturbations and Ontological Implications: Exploring the Zitterbewegung and Laying the Groundwork for a Quantum Ontology,Philosophy; Physics,"Quantum, Ontology, Zitterbewegung, Perturbation Theory, Electron, Photon, Bohm, Many Worlds, Copenhagen"
Electrons Aligned and Felines Undefined: Interpretations of Quantum Mechanics and Perturbing the Spin-Orbit Interaction in Electrons,Philosophy; Physics,"quantum, interpretations, perturbation theory, realism, philosophy of science, measurement, superposition, spin-orbit, schrodinger's cat"
Armed with an Easel: Understanding Artistic Political Praxis Through the Works of Theodor Adorno and Chantal Mouffe,Philosophy; Political Science,"Adorno, Mouffe, Political Praxis, Aesthetic Theory, Critical art, negative dialectics, aesthetic negativity, autonomous art, hegemony, culture industry, agonistics, post-Fordism, artistic resistance"
Valuing the Arctic National Wildlife Refuge: A Defense of Countercultural Environmentalism,Philosophy; Political Science,"Arctic National Wildlife Refuge, countercultural environmentalism, bioregionalism, Buddhism, virtue ethics"
Attachment and Emotions in Relation to Ideas and Concepts: A Psychological Study and Philosophical Inquiry,Philosophy; Psychology,"Attachment system, Emotion, Cognitive function, Control systems theory"
Beauty is Experienced: Beautiful Objects and the Promise of Happiness,Philosophy; Psychology,"beauty, object, beautiful, happiness, experience, bento, handaxe"
Forgiveness and Resentment: A Study in Philosophy and Psychology,Philosophy; Psychology,"forgiveness, resentment, psychology, prisoners dilemma, philsophy, emotions, ethics"
My Tattoos Are My Story: An Exploration of the Self and Body Modification,Philosophy; Religious Studies,"Self, Body Modification, Tattoos, Polynesia, Plato, Samkhya, John Stewart Mill, Society, Contemporary, Body, Narrative, Aesthetic"
How Can Theatre Enhance An Understanding of Ethics Perfected By Unconditional Love?,Philosophy; Theatre and Dance,"theatre, philosophy, ethics, unconditional love"
Modeling the Optical Emission Line Profiles of Active Galactic Nuclei: Working Towards a Continuous Optical Classification Scheme Beyond Type 1/Type 2,Physics,"Active Galactic Nuclei, Optical, Decomposition"
Theoretical Resonance Calculations for the Isobaric Analogs 133-Sn and 133-Sb,Physics,"isobars, isobaric analog states, isobaric analog resonaces, Sn132, Sn133, Sb133, Isospin"
Archimedes Drill Propulsion,Physics,"propulsion, Coulomb, helical, angular motion, simulation, flagella, particle concentration, mass density, terminal velocity"
Temperature's  Effects on the Expansion Force of Osorb,Physics,science
Optimization of BEEM Techniques Through the Analysis of GaN Nanowires and Au: GaAs,Physics,"ballistic electron emission microscopy, scanning tunneling microscopy, gan, gaas, gallium nitride, gallium arsenide"
Air Drag and External Ballistics,Physics,"ballistics, external ballistics, air drag"
The Effects of a Magnetic Field on a Conical Bead Pile,Physics,"bead pile, granular material, avalanches, critical behavior"
Establishing Methods to Track Surface Avalanches on a Bead Pile,Physics,"critical, phenomena, bead pile"
Differential Photometry of Transiting Exoplanets,Physics,"exoplanet transit, differential photometry, iraf"
Perturbing Spacetime,Physics,"general relativity, computational physics"
Manipulation of Transverse Photonic Degrees of Freedom Via Classical and Hong-Ou-Mandel Interference,Physics,"hong-ou-mandel interference, photon, transverse spatial wavefunction, laser, mode, interferometer, hong-ou-mandel interference, photon, transverse spatial wavefunction, laser, mode, interferometer"
Sorting Spacial Wavefunctions of Photons by Parity,Physics,"photons, parity, optics, quantum"
The Manipulation of Transverse Spatial Mode and Polarization Degrees of Freedom of Light,Physics,"quantum information, quantum interference, hong ou mandel interference, photons, light, asymmetric mach zehnder interferometer"
The Manipulation of Transverse Spatial Mode and Polarization Degrees of Freedom of Light in an Asymmetric Optical System,Physics,"Quantum Information, Quantum Interference, Hong Ou Mandel Interference, Photons, Light, Asymmetric Mach Zehnder Interferometer"
Progress Toward Using An Optical Tweezer to Make Scattering-Based Size Measurements,Physics,scattering based-size measurements
Liquid Body Armor and Shear Thickening Fluids,Physics,"shear thickening fluid, liquid body armor, oobleck"
Rocket Science Behind the Political Science: Comparing Space Visions of the Presidents From 1993-2011 and the Rocket Technology That Helped Characterize Them,Physics; Political Science,"obama, george w. bush, clinton, rocket science, rocket staging, rocket fuels, nasa, space policy"
Human Rights Organizations As Agents of Change: When Do They Fail and When Do They Succeed?,Political Science,"advocacy, campaigns, experiment, amnesty international, human rights"
Constituents on the Cutting Room Floor: An analysis of the relationship between redistricting processes and malaportionment in the United States House of Representatives,Political Science,"Redistricting, Gerrymandering, Malapportionment, Congress, Institutions"
American Military Strategy and the Offense-Defense Theory,Political Science,"America, military, spending, offense-defense theory, military technology, military doctrine, military strategy"
A Changing American Security Paradigm: The Risk Management Model and American National Security Strategy,Political Science,"American national security strategy, risk management"
The Politics of Anti-Affirmative Action Initiatives: a Comparative Case Study Approach,Political Science,anti-affirmative action
Uncovering the Strategic Logic of Boko Haram,Political Science,"Boko Haram, Religious Terrorism, Political Terrorism, Boko Haram Motivations"
"Business and Political Clout: Reexamining the Relationship Between Government, Private Interests and Public PO",Political Science,"Business, Lobbying, Public Opinion"
Gauging and Explaining the Impact of Campaign Field Offices in the 2012 Presidential Election,Political Science,"Campaigns, Presidential Campaigns, Obama, Romney, McCain, Microtargetting, Field offices, resource allocation"
Clean Air - A Luxury Only the Rich Can Afford? An Analysis of International Environmental Policy Using a Development Framework,Political Science,"carbon emissions, environmental policy, economic development"
